,country,code,indicator,time,percentage
9454,Mali,MLI,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9455,Malta,MLT,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,2.9519
9456,Marshall Islands,MHL,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9457,Mauritania,MRT,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,0.5041
9458,Mauritius,MUS,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,3.3068
9459,Mexico,MEX,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,2.7774
9460,"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9461,Moldova,MDA,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,4.2839
9462,Monaco,MCO,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9463,Mongolia,MNG,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,6.1312
9464,Montenegro,MNE,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9465,Morocco,MAR,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,2.0994
9466,Mozambique,MOZ,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,0.5357
9467,Myanmar,MMR,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9468,Namibia,NAM,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9469,Nauru,NRU,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9470,Nepal,NPL,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,1.7723
9471,Netherlands,NLD,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9472,New Caledonia,NCL,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9473,New Zealand,NZL,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,5.7767
9474,Nicaragua,NIC,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9475,Niger,NER,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9476,Nigeria,NGA,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9477,Northern Mariana Islands,MNP,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9478,Norway,NOR,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,5.0282
9479,Oman,OMN,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,2.7916
9480,Pakistan,PAK,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,1.0015
9481,Palau,PLW,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,4.9017
9482,Panama,PAN,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,3.2428
9483,Papua New Guinea,PNG,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9484,Paraguay,PRY,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9485,Peru,PER,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9486,Philippines,PHL,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,3.3551
9487,Poland,POL,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,5.0019
9488,Portugal,PRT,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,3.5478
9489,Puerto Rico,PRI,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,6.8324
9490,Qatar,QAT,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,0.8946
9491,Romania,ROU,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,3.0933
9492,Russian Federation,RUS,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,5.2459
9493,Rwanda,RWA,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,0.7133
9494,Samoa,WSM,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9495,San Marino,SMR,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9496,Sao Tome and Principe,STP,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9497,Saudi Arabia,SAU,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,4.5141
9498,Senegal,SEN,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,0.9693
9499,Serbia,SRB,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,3.3353
9500,Seychelles,SYC,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,0.2646
9501,Sierra Leone,SLE,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9502,Singapore,SGP,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,4.7294
9503,Sint Maarten (Dutch part),SXM,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9504,Slovak Republic,SVK,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,3.8708
9505,Slovenia,SVN,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,4.7431
9506,Solomon Islands,SLB,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9507,Somalia,SOM,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9508,South Africa,ZAF,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,1.9289
9509,South Sudan,SSD,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9510,Spain,ESP,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,4.2244
9511,Sri Lanka,LKA,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,1.4466
9512,St. Kitts and Nevis,KNA,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9513,St. Lucia,LCA,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,1.3081
9514,St. Martin (French part),MAF,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9515,St. Vincent and the Grenadines,VCT,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9516,Sudan,SDN,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,1.7269
9517,Suriname,SUR,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9519,Sweden,SWE,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,4.5478
9520,Switzerland,CHE,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,3.4593
9521,Syrian Arab Republic,SYR,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,3.3691
9522,Tajikistan,TJK,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,2.4155
9523,Tanzania,TZA,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,0.3264
9524,Thailand,THA,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,3.5294
9525,Timor-Leste,TLS,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9526,Togo,TGO,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,0.9925
9527,Tonga,TON,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9528,Trinidad and Tobago,TTO,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9529,Tunisia,TUN,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,3.0804
9530,Turkey,TUR,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,6.5531
9531,Turkmenistan,TKM,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9532,Turks and Caicos Islands,TCA,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9533,Tuvalu,TUV,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9534,Uganda,UGA,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9535,Ukraine,UKR,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,4.8486
9536,United Arab Emirates,ARE,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,1.4428
9537,United Kingdom,GBR,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,3.721
9538,United States,USA,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,6.3206
9539,Uruguay,URY,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,4.2858
9540,Uzbekistan,UZB,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,0.8583
9541,Vanuatu,VUT,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9542,"Venezuela, RB",VEN,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9543,Vietnam,VNM,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,2.4793
9544,Virgin Islands (U.S.),VIR,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9545,West Bank and Gaza,PSE,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,5.2301
9546,"Yemen, Rep.",YEM,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9547,Zambia,ZMB,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,NA
9548,Zimbabwe,ZWE,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,0.705
9549,Afghanistan,AFG,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.7877
9550,Albania,ALB,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,6.0164
9551,Algeria,DZA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.1998
9552,American Samoa,ASM,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9553,Andorra,AND,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.6287
9554,Angola,AGO,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9555,Antigua and Barbuda,ATG,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9556,Argentina,ARG,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,6.7248
9557,Armenia,ARM,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.883
9558,Aruba,ABW,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1.1901
9559,Australia,AUS,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,6.1916
9560,Austria,AUT,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.9287
9561,Azerbaijan,AZE,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.0493
9562,"Bahamas, The",BHS,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9563,Bahrain,BHR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.8526
9564,Bangladesh,BGD,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1.3386
9565,Barbados,BRB,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9566,Belarus,BLR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,5.4628
9567,Belgium,BEL,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.4242
9568,Belize,BLZ,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9569,Benin,BEN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9570,Bermuda,BMU,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1.701
9571,Bhutan,BTN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9572,Bolivia,BOL,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9573,Bosnia and Herzegovina,BIH,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.2156
9574,Botswana,BWA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.6395
9575,Brazil,BRA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.9811
9576,British Virgin Islands,VGB,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9577,Brunei Darussalam,BRN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.7557
9578,Bulgaria,BGR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.9216
9579,Burkina Faso,BFA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9580,Burundi,BDI,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.5204
9581,Cabo Verde,CPV,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.585
9582,Cambodia,KHM,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9583,Cameroon,CMR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1.542
9584,Canada,CAN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9585,Cayman Islands,CYM,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9586,Central African Republic,CAF,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9587,Chad,TCD,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.3108
9588,Channel Islands,CHI,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9589,Chile,CHL,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,6.7863
9590,China,CHN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.073
9591,Colombia,COL,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.7279
9592,Comoros,COM,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.8558
9593,"Congo, Dem. Rep.",COD,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9594,"Congo, Rep.",COG,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9595,Costa Rica,CRI,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.52
9596,Cote d'Ivoire,CIV,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.7793
9597,Croatia,HRV,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.918
9598,Cuba,CUB,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.6689
9599,Curacao,CUW,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9600,Cyprus,CYP,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.9224
9601,Czech Republic,CZE,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.9773
9602,Denmark,DNK,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,5.3407
9603,Djibouti,DJI,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9604,Dominica,DMA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9605,Dominican Republic,DOM,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.4842
9606,Ecuador,ECU,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9607,"Egypt, Arab Rep.",EGY,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.8135
9608,El Salvador,SLV,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.8005
9609,Equatorial Guinea,GNQ,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9610,Eritrea,ERI,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9611,Estonia,EST,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.5642
9612,Ethiopia,ETH,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.7719
9613,Faroe Islands,FRO,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9614,Fiji,FJI,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9615,Finland,FIN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,5.6043
9616,France,FRA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.6025
9617,French Polynesia,PYF,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9618,Gabon,GAB,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9619,"Gambia, The",GMB,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9620,Georgia,GEO,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.2511
9621,Germany,DEU,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.5961
9622,Ghana,GHA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1.4771
9623,Gibraltar,GIB,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9624,Greece,GRC,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,6.2193
9625,Greenland,GRL,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9626,Grenada,GRD,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9627,Guam,GUM,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9628,Guatemala,GTM,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9629,Guinea,GIN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1.0577
9630,Guinea-Bissau,GNB,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9631,Guyana,GUY,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9632,Haiti,HTI,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9633,Honduras,HND,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.0755
9634,"Hong Kong SAR, China",HKG,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.2172
9635,Hungary,HUN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.3391
9636,Iceland,ISL,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9637,India,IND,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.3391
9638,Indonesia,IDN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.5333
9639,"Iran, Islamic Rep.",IRN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,6.0483
9640,Iraq,IRQ,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9641,Ireland,IRL,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.3779
9642,Isle of Man,IMN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9643,Israel,ISR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.5882
9644,Italy,ITA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.0505
9645,Jamaica,JAM,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9646,Japan,JPN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.0347
9647,Jordan,JOR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9648,Kazakhstan,KAZ,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.2075
9649,Kenya,KEN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9650,Kiribati,KIR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9651,"Korea, Dem. People’s Rep.",PRK,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9652,"Korea, Rep.",KOR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,6.539
9653,Kosovo,XKX,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9654,Kuwait,KWT,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9655,Kyrgyz Republic,KGZ,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.5912
9656,Lao PDR,LAO,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1.9946
9657,Latvia,LVA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.4975
9658,Lebanon,LBN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.656
9659,Lesotho,LSO,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1.1522
9660,Liberia,LBR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9661,Libya,LBY,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9662,Liechtenstein,LIE,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.2298
9663,Lithuania,LTU,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,5.0604
9664,Luxembourg,LUX,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9665,"Macao SAR, China",MAC,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,5.0018
9667,Madagascar,MDG,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.4791
9668,Malawi,MWI,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9669,Malaysia,MYS,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.88
9670,Maldives,MDV,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1.3997
9671,Mali,MLI,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9672,Malta,MLT,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.9018
9673,Marshall Islands,MHL,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9674,Mauritania,MRT,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9675,Mauritius,MUS,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.2085
9676,Mexico,MEX,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.8411
9677,"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9678,Moldova,MDA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.0716
9679,Monaco,MCO,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9680,Mongolia,MNG,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,5.9591
9681,Montenegro,MNE,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9682,Morocco,MAR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.3087
9683,Mozambique,MOZ,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.5989
9684,Myanmar,MMR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9685,Namibia,NAM,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9686,Nauru,NRU,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9687,Nepal,NPL,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1.7045
9688,Netherlands,NLD,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9689,New Caledonia,NCL,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9690,New Zealand,NZL,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,5.7841
9691,Nicaragua,NIC,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9692,Niger,NER,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9693,Nigeria,NGA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9694,Northern Mariana Islands,MNP,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9695,Norway,NOR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,5.143
9696,Oman,OMN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.9375
9697,Pakistan,PAK,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.9891
9698,Palau,PLW,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9699,Panama,PAN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9700,Papua New Guinea,PNG,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9701,Paraguay,PRY,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9702,Peru,PER,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9703,Philippines,PHL,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.5452
9704,Poland,POL,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.6372
9705,Portugal,PRT,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.4823
9706,Puerto Rico,PRI,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,6.8225
9707,Qatar,QAT,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1.027
9708,Romania,ROU,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.9068
9709,Russian Federation,RUS,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.8642
9710,Rwanda,RWA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.6993
9711,Samoa,WSM,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9712,San Marino,SMR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9713,Sao Tome and Principe,STP,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.8583
9714,Saudi Arabia,SAU,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.8411
9715,Senegal,SEN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.9958
9716,Serbia,SRB,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.4057
9717,Seychelles,SYC,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.5232
9718,Sierra Leone,SLE,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9719,Singapore,SGP,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9720,Sint Maarten (Dutch part),SXM,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.4723
9721,Slovak Republic,SVK,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.6514
9722,Slovenia,SVN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.3949
9723,Solomon Islands,SLB,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9724,Somalia,SOM,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9725,South Africa,ZAF,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1.8673
9726,South Sudan,SSD,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9727,Spain,ESP,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.2645
9728,Sri Lanka,LKA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1.4519
9729,St. Kitts and Nevis,KNA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,6.718
9730,St. Lucia,LCA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1.5872
9731,St. Martin (French part),MAF,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9732,St. Vincent and the Grenadines,VCT,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9733,Sudan,SDN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1.6651
9734,Suriname,SUR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9736,Sweden,SWE,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.429
9737,Switzerland,CHE,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.5362
9738,Syrian Arab Republic,SYR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.2305
9739,Tajikistan,TJK,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.5345
9740,Tanzania,TZA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9741,Thailand,THA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.5552
9742,Timor-Leste,TLS,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9743,Togo,TGO,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.932
9744,Tonga,TON,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9745,Trinidad and Tobago,TTO,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9746,Tunisia,TUN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.9992
9747,Turkey,TUR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,7.0858
9748,Turkmenistan,TKM,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.8124
9749,Turks and Caicos Islands,TCA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9750,Tuvalu,TUV,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9751,Uganda,UGA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.4481
9752,Ukraine,UKR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.7403
9753,United Arab Emirates,ARE,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1.5526
9754,United Kingdom,GBR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,3.6422
9755,United States,USA,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,6.1892
9756,Uruguay,URY,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,4.3652
